29.481,4.47626,52646.4,-437.648,27.3066,-28.9213
30.2101,4.5866,55282.5,-436.676,25.4518,-28.7861
30.3149,4.59831,55667,-437.506,25.4425,-26.3165
30.1583,4.58116,55093.3,-436.164,29.5476,-28.1834
30.1904,4.59709,55210.6,-436.859,28.1155,-28.7907
30.4966,4.58296,56336.4,-437.136,28.3611,-29.8816
30.1947,4.57343,55226.3,-435.732,27.6107,-30.9506
30.4127,4.63189,56026.8,-436.449,29.1364,-29.4528
30.3941,4.65084,55958.2,-437.692,26.4963,-29.4017
30.2066,4.69401,55269.7,-438.613,25.7658,-29.0208
30.383,4.65623,55917.3,-438.701,27.5687,-34.5186
30.3464,4.63754,55782.7,-438.603,28.1458,-34.1043
30.1796,4.58886,55171.2,-438.793,29.6129,-33.5323
30.0673,4.61107,54761.2,-438.388,28.2353,-36.8187
29.9437,4.601,54311.8,-438.696,29.15,-36.8998
30.0957,4.65801,54864.9,-436.809,26.6234,-30.2851
29.9831,4.68594,54455,-435.445,27.6764,-28.4972
30.0365,4.63576,54649,-435.463,27.9768,-26.5323
30.1915,4.6361,55214.6,-436.965,27.9052,-29.0832
29.988,4.50591,54472.7,-436.99,28.53,-31.0226
27.8973,4.3038,47142,-433.87,28.3723,-26.8921
28.0923,4.39598,47803.5,-432.534,26.1856,-22.1206
27.99,4.40692,47455.9,-432.593,28.384,-24.9304
28.1824,4.33211,48110.5,-431.348,29.9312,-24.3181
29.3297,4.46,52107.4,-430.347,32.3252,-21.2384
29.7906,4.56075,53758.1,-429.69,36.5537,-25.9497
29.765,4.53594,53665.5,-430.031,38.3999,-25.9691
29.8588,4.52909,54004.4,-429.018,37.6091,-22.8991
30.008,4.52305,54545.4,-429.434,28.7424,-10.8215
29.8352,4.49043,53919.2,-430.006,31.5114,-13.5399
29.7582,4.31581,53641.3,-430.729,33.4935,-20.6044
30.1424,4.305,55035.1,-429.578,34.4981,-15.5899
30.8112,4.41738,57504.5,-429.28,29.0826,-8.01006
29.3469,4.22263,52168.7,-431.732,34.6591,-23.4173
28.5269,4.10435,49294,-431.675,34.8699,-23.3993
28.1733,4.14878,48079.5,-432.425,34.8667,-25.0421
28.0473,4.13213,47650.4,-432.496,34.1114,-22.0837
27.7325,4.12944,46586.9,-431.951,35.0354,-21.7943
27.8861,4.04377,47104.3,-431.685,33.5225,-20.9677
28.763,4.10719,50113.2,-431.717,35.2525,-23.8421
28.2025,4.08307,48179.1,-431.922,34.1786,-20.4381
29.5702,4.20202,52965.6,-432.076,32.4659,-22.8381
29.1226,4.14684,51374.1,-431.949,31.9967,-23.2677
28.6798,4.09547,49823.6,-430.922,34.9931,-23.2953
29.1765,4.18532,51564.6,-430.12,35.781,-22.7005
28.9326,4.262,50706,-430.446,32.895,-20.4148
31.0715,4.41857,58480.3,-430.922,32.8213,-19.7903
32.6815,4.46117,64697.5,-428.653,31.9588,-15.6895
31.5022,4.50991,60112.8,-428.93,31.8322,-17.6312
29.1589,4.20703,51502.4,-430.684,32.3421,-23.9717
29.0203,4.19608,51013.9,-430.74,32.6874,-21.2313
29.068,4.2941,51181.9,-428.922,34.5102,-19.7534
29.8271,4.28756,53889.8,-430.083,32.6021,-22.4276
30.9836,4.41212,58149.6,-429.854,32.6449,-26.2174
30.1153,4.20578,54936.3,-429.411,30.5263,-27.9889
31.3395,4.35644,59493.2,-430.016,32.6987,-29.4701
31.5697,4.32476,60370.7,-431.709,31.6028,-29.2431
30.7473,4.35378,57266.1,-431.755,27.5449,-27.0896
30.8792,4.42299,57758.7,-432.925,27.9566,-26.3747
31.4067,4.57235,59748.6,-435.659,27.0887,-30.5443
31.1417,4.52094,58744.6,-435.191,27.2214,-29.2066
30.6498,4.24588,56903.7,-428.954,31.566,-19.2967
31.8887,4.50411,61596.6,-425.788,32.5276,-12.474
30.9615,4.41754,58066.8,-428.353,24.9841,-4.86185
30.787,4.44276,57414,-428.665,25.1782,-8.06008
32.0462,4.54185,62206.7,-426.804,33.137,-17.3318
31.6262,4.42903,60587,-427.96,32.2639,-21.6939
33.5507,4.59708,68184.9,-426.515,33.7563,-18.2112
33.7007,4.68587,68796,-427.913,34.4672,-18.5797
32.9165,4.68224,65631.4,-427.732,32.5264,-16.4889
33.1588,4.65994,66601.1,-425.781,32.625,-17.4908
31.4049,4.53379,59742,-427.855,33.3471,-19.8458
30.7887,4.23818,57420.6,-427.338,34.5934,-21.637
31.6805,4.44766,60795,-425.872,32.8596,-17.6957
31.3762,4.45054,59633,-426,32.8795,-16.2828
30.2546,4.44337,55445.6,-426.379,33.6298,-12.3531
30.7106,4.50203,57129.5,-426.973,32.0868,-14.6744
29.3627,4.44674,52224.9,-426.393,30.6764,-15.6132
29.5291,4.50505,52818.4,-426.411,29.9434,-11.7723
29.9876,4.35877,54471.2,-428.376,26.8857,-8.07864
29.5587,4.36183,52924.4,-430.065,28.7362,-9.11274
31.5152,4.47496,60162.2,-436.928,37.5483,-27.3979
32.1529,4.59695,62621.5,-437.218,34.5719,-26.8516
29.0231,4.6677,51023.7,-437.431,29.5224,-17.9305
25.4786,4.29291,39321.9,-435.335,25.0187,-14.8549
26.9181,4.44991,43890.7,-436.252,26.4553,-17.6694
25.8574,4.26263,40499.9,-434.333,25.7493,-18.6032
25.9034,4.27976,40644.1,-433.964,25.8512,-18.3511
25.8423,4.24441,40452.8,-432.346,25.0111,-17.9233
26.5515,4.37996,42703.4,-432.187,25.3958,-15.4516
26.2404,4.33123,41708.5,-433.578,25.2834,-18.7262
25.7519,4.29133,40170.3,-433.637,25.002,-20.5161
26.2643,4.35607,41784.6,-435.17,22.1883,-22.4365
26.2657,4.33497,41788.9,-436.047,21.2951,-21.4826
28.1033,4.4593,47840.9,-438.272,21.5811,-23.416
28.2889,4.40063,48474.7,-436.767,29.0564,-18.9773
28.3859,4.33891,48808,-437.667,29.1886,-18.9725
28.2604,4.357,48377.3,-436.59,30.8528,-19.4504
26.5104,4.13549,42571.4,-435.013,29.9827,-20.1008
26.3222,4.20003,41969,-433.89,28.2183,-17.8052
26.8772,4.22711,43757.5,-435.039,29.612,-19.883
26.5772,4.25144,42786.2,-432.362,25.5331,-18.7376
26.8034,4.23074,43517.7,-432.244,24.3577,-14.9639
26.3495,4.17375,42056.2,-432.058,25.0161,-19.2504
